source_path,label
G:\Capstone\data\violence_data\fight\rwf_train_fight_QkqaGJ9x_3_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_dt8YUGoOSgQ_1_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_4jZvTj4j_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_yQWmI4e8_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_oDWNiATJ_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_RNOSWjgC_0_02.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi054_06.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi046_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_E2gqgFNyPL8_0_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Am9mUxPTvK4_1_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_u2Lkzfb0_0_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_vBwKQfJYG1Q_1_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_SNGRni0hBUM_0_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_golJWJCak1k_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_JPIeYvRgo6I_2_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_HW48LUZKOL4_2_03.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi004_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_Fc45rUKM_2_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_NpznjZe7A2M_0_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_8pKKdS7rhXo_0_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_b6XfVAZC9Zs_2_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_0vasozvJYvk_1_09.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi084_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_I-QiUMPTWNE_8_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_sy7BoRGE_0_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_TKBcD3J9Cc8_1_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_aIg9Yb0O7Hg_5_07.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi001_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_RYFG_776_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Ri_poPbOu-k_2_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_H1AzC-GyKto_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_1Ytq2moWGdw_0_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_xKq3hlefCUI_1_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_qmvilMkD57M_1_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_3Edebh8P_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_6Rl7q_kXYbg_5_00.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi133_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_aKgSasWRJ2s_1_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_XJfaYlr0_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Swr7caI0_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi057_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_i2sLegg2JPA_0_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_MhVfgPWz_0_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_cPeNUm31_0_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_24E0xYYUz44_6_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_p19HiyCX7EQ_2_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_T56HlypCEyU_0_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_WHNtrI7MEUg_1_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_OFwYyouR_0_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_tILABXoHE7s_5_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_JECBfnp2ZXc_3_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Xhh2ONc7_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_H1AzC-GyKto_1_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_Ou8ssKOQzI0_2_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_DTq6Gu30-uA_3_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_IynvwHe9W3U_2_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_0Ow4cotKOuw_1_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Wby1vUy8aYI_0_03.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_H_VQJU0Bqpc_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_cBNVcBk3rjg_1_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_U-rD98WfBYs_0_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_чЫСцОз-шЛ▒хЫ╜шнжхпЯцЪ┤хКЫцо┤цЙУхе│хлМчКп_urlgot_210_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_HW48LUZKOL4_0_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_uXf4C-YwbtM_1_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_FSaZ8wiFw8Q_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_p19HiyCX7EQ_0_04.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi099_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_QkqaGJ9x_1_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_ajJRyYZUEtA_1_04.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_2sy_eLpH-PI_1_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_VnDOPZls_0_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_1dsLuL5Lvbc_1_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_mHY487R6_0_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_4RqDG4I4iAk_6_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Qqfn1urQ_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_6TDF_15_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_truutrdf_1082_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_RbpXgk5M1S0_2_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_ECoMcgjR_0_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_CPGf41PN_0_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_kLHNW0uRutY_4_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_JECBfnp2ZXc_4_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_DHhyNrXr_0_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_24E0xYYUz44_1_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_8MuRpAyP_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_7R1m3V8C30g_1_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Q876qiBJYfA_2_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_VnDOPZls_0_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_tuQyUHkOpdk_0_04.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi021_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_VXLdrn0b_0_04.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_gJDvtfRrM7k_0_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_7qtRgyFsk3s_0_02.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi112_03.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_bpbiA2sr_0_04.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi134_07.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi125_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_4jZvTj4j_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Suv_mMs8J9g_0_04.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_89UQqPuR4Q4_0_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_uKFI67bUzfg_2_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_NPeKBgURcxI_2_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_zuCTuKvj_5_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_PJDdPv2b9-s_0_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_YaWxiAtCwxE_0_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_4RqDG4I4iAk_8_04.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi100_06.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi015_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_I-QiUMPTWNE_6_06.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi096_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_4RqDG4I4iAk_8_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_6Rl7q_kXYbg_4_04.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi137_07.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi116_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_p1bUxYeJ_1_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_FZDDNtcaBcw_1_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_uXf4C-YwbtM_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_lmfaDmCCRoY_2_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_oowA6LToeTE_0_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_f9jcrHqO_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight__q5Nwh4Z6ao_7_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_чЫСцОзцЛНф╕ЛщдРхОЕф╕Ач╛дх░Пф╝ЩцЙУцЮ╢цЦЧцо┤ шАБцЭ┐чЮмщЧ┤хПСщгЩф║Ж_urlgot_279_01.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi013_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_b6XfVAZC9Zs_1_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_YaWxiAtCwxE_7_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_CqJB8ZWLZ-o_3_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_CqJB8ZWLZ-o_3_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_0Ow4cotKOuw_3_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Fc45rUKM_4_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_4RqDG4I4iAk_7_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_1MVS2QPWbHc_4_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_JwTPruSFTjk_0_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_BCVBVC_264_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_uXf4C-YwbtM_1_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_Gr3ikl6A2bE_1_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_PNoO9WGJ_0_05.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi063_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_NpznjZe7A2M_0_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_48J5lk4QcpE_2_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_kExp3yhspR0_1_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_3djtKN3k_0_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_u2Lkzfb0_3_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_oW8ySS0rN4Y_0_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_JJG0bHPur50_0_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_E2gqgFNyPL8_0_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_H1AzC-GyKto_2_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_CBfRtxkO1bE_2_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_oG3Qxvq0_0_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_9qjOCoE7_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_fJMvC8TV_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_i5xJxtv4gXs_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_TuWan04E3gQ_0_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_UQ42UqFJ_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_4HH7yMU8y9A_0_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_vnUS5WN7_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_0xoSMgad_0_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_Jt4WbOZeT7s_0_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_х╣┐ф╕ЬчЬБц▒Ххд┤х╕Вц╜ощШ│хМ║щУЬчЫВщХЗц▓│щЩЗцЭСцЪ┤хКЫф║Лф╗╢чЫСцОзшзЖщвС2_urlgot_140_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_fwEk96k8g_I_1_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_3TQqO4N8_0_02.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi029_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_VjDGXzWt_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi045_03.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_7R1m3V8C30g_0_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_bzw-HKuuQbg_5_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_0QSeuqzpcOQ_0_06.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi043_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_0Ow4cotKOuw_2_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_0H2s9UJcNJ0_5_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Fk3lg4wG_0_02.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi024_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_QCgEbCBH_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_0H2s9UJcNJ0_1_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_aKgSasWRJ2s_0_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_tIvvuvuJFYc_0_02.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi001_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_ф╕дхе│хнРх║ЧщЗМцЙУцЮ╢я╝МхН┤х╝ХхПСцХ░хРНчФ╖хнРхЗ║цЙЛя╝МцШпф╗Аф╣ИхОЯхЫая╝ЯчЫСцОзцЛНф╕ЛхЕичиЛ_urlgot_220_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_ep1_I0f-u7g_0_04.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_lmfaDmCCRoY_5_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_qmvilMkD57M_0_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_GgT095uX_0_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_Ile3EVQA_1_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_d1b2n9qX_0_06.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi050_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_sadffg_950_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_NEUya2Rr_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_eUtGwBik_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_FZDDNtcaBcw_0_03.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Isob76kh_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_0QSeuqzpcOQ_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Hsvzcq2l_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_oW8ySS0rN4Y_0_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_MxkTo5F-nvU_0_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_PFw7SeFOD04_0_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_F7W6PQ3V3y8_7_02.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi046_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_OAfV0xPIhZw_3_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_QaIY5Au8yOc_1_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_ug2tQMG8DC0_0_05.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi134_08.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi150_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_8SWZq5we_fk_2_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_tIHY2ZFQ_0_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_HW48LUZKOL4_4_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_F7W6PQ3V3y8_0_00.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi018_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_MhiGg6f7_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_s-jW4cyavW0_1_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_THqDidIr4Xs_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_F7W6PQ3V3y8_9_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_KQTiHlA11fM_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_6mrIIcAQ2fI_0_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_2KvkZ4yo_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_1O4KGHbRt3M_2_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_1XFiS6Lt_1_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_l4gqDHx9_dI_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_a7gBQaAFEtw_2_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_MhiGg6f7_0_00.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi109_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_3kpviz7lAMY_3_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_RPESrVE2_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_bd48s5BpoGY_0_08.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi109_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_UuMYxOYm_0_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_4HH7yMU8y9A_0_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight__q5Nwh4Z6ao_3_03.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi062_03.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi096_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_BpargJW29Wo_4_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_6Rl7q_kXYbg_0_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_gnBmOf7v_1_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_gDeDWPVe_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_E0Huf4Qi0JE_0_01.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi072_04.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight__6-B11R9FJM_1_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_4yTlGiDoxBo_1_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_MX77f2TD_0_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_u1r8f71c_4_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_fsVC-FnnklU_1_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_F7W6PQ3V3y8_6_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_A7FCl8G35Cs_1_02.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi045_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_7KXPekwe_0_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_Mi4nMB8AHxI_1_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_G3E1YP6agWs_0_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_8mxsp2RTU6M_0_08.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi035_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_yvNawsRf_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_5RayT2Vy0EA_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Zy04T0RF_0_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_Am9mUxPTvK4_0_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_MhVfgPWz_0_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_ч╜СхРзщБнх░Пц╖╖ц╖╖цЙУцЮ╢я╝МчЫСцОзхЕичиЛцЛНцСД_urlgot_317_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_wgdTpJTo_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi071_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_lI17Q0j3_0_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_KxOHVkVQ_0_08.jpg,0
